path	enum
[].Physiology and metabolism.metabolite tests.[].metabolite	MetaboliteEnum
[].Physiology and metabolism.metabolite tests.[].voges-proskauer-test	MetaboliteEnum
[].Physiology and metabolism.metabolite tests.[].indole test	MetaboliteEnum
[].Physiology and metabolism.metabolite tests.[].methylred-test	MetaboliteEnum
[].Physiology and metabolism.metabolite tests.[].citrate test	MetaboliteEnum
[].Physiology and metabolism.metabolite utilization.utilization activity	XltEnum
[].Physiology and metabolism.metabolite utilization.[].utilization activity	XylEnum
[].Physiology and metabolism.oxygen tolerance.oxygen tolerance	OxygenToleranceEnum
[].Physiology and metabolism.oxygen tolerance.[].oxygen tolerance	OxygenToleranceEnum
[].Physiology and metabolism.spore formation.spore formation	SporeFormationEnum
[].Physiology and metabolism.spore formation.type of spore	SporeFormationEnum
[].Physiology and metabolism.spore formation.[].spore formation	SporeFormationEnum
[].Physiology and metabolism.spore formation.[].type of spore	SporeFormationEnum
[].Physiology and metabolism.tolerance.concentration	ConcentrationEnum
[].Safety information.risk assessment.biosafety level comment	BiosafetyLevelCommentEnum
[].Safety information.risk assessment.pathogenicity human	BiosafetyLevelCommentEnum
[].Safety information.risk assessment.pathogenicity animal	BiosafetyLevelCommentEnum
[].Safety information.risk assessment.pathogenicity plant	BiosafetyLevelCommentEnum
[].Safety information.risk assessment.[].biosafety level	BiosafetyLevelEnum
[].Safety information.risk assessment.[].biosafety level comment	BiosafetyLevelEnum
[].Safety information.risk assessment.[].pathogenicity human	BiosafetyLevelEnum
[].Safety information.risk assessment.[].pathogenicity animal	BiosafetyLevelEnum
[].Safety information.risk assessment.[].pathogenicity plant	BiosafetyLevelEnum
[].Sequence information.16S sequences.database	DatabaseEnum
[].Sequence information.16S sequences.[].database	DatabaseEnum
[].Sequence information.GC content.method	MethodEnum
[].Sequence information.GC content.[].method	MethodEnum
[].Sequence information.Genome sequences.database	DatabaseEnum
[].Sequence information.Genome sequences.assembly level	DatabaseEnum
[].Sequence information.Genome sequences.[].database	DatabaseEnum
[].Sequence information.Genome sequences.[].assembly level	DatabaseEnum
